CapturedAt,Time,Symbol,Expiry,Underlying,VIX,Strike,CE_LTP,CE_OI,CE_OI_Chg,CE_Vol,PE_LTP,PE_OI,PE_OI_Chg,PE_Vol
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,23950,508.1,4206,-38,325,1.3,81169,9825,166800
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24000,452.25,55998,-287,2842,1.4,261782,12250,265218
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24050,407,13076,-169,640,1.6,88258,2505,133204
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24100,353,18930,-293,3532,1.9,164520,2191,263293
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24150,303.6,9084,-45,2245,2.2,97596,1191,209670
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24200,255,27351,-255,16831,3.05,169367,17519,321613
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24250,206.25,10099,561,13488,4.55,117661,23939,302996
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24300,161.75,53997,8050,81836,7.6,269375,56673,405096
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24350,116.6,57411,6032,104068,13.75,228249,64031,355062
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24400,78.6,190658,28665,339312,24.85,333502,121195,532455
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24450,46.7,223990,94456,564925,44.55,204625,129008,440636
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24500,25.55,342968,138721,674846,73.8,129953,77831,237011
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24550,12.35,151418,65425,335555,110.8,16795,10356,47174
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24600,5.65,242299,80290,369111,154.4,23115,11006,37752
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24650,2.6,156201,39176,321588,200,3148,1555,6721
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24700,1.6,162366,11738,256479,249.9,4436,1901,6266
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24750,1.1,59399,4345,104765,299,868,196,695
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24800,0.9,122925,28873,204117,346.85,1970,297,1228
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24850,0.85,40154,4453,60505,396,378,38,107
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24900,0.75,65111,15713,100201,446,535,78,207
09:20,09:18,NIFTY,07-Jul-2026,24456.60,11.8100,24950,0.75,34514,10737,62868,491.2,160,36,58
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,23950,494.85,4058,-186,561,1.15,82280,10936,255742
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24000,445.85,55728,-557,4490,1.3,256033,6501,434893
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24050,398.1,12971,-274,988,1.5,89374,3621,215604
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24100,348.05,18610,-613,5527,1.8,167961,5632,420064
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24150,295.1,8796,-333,4454,2.35,98438,2033,343940
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24200,248.65,26793,-813,26947,3.3,184896,33048,556253
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24250,202.15,10718,1180,24801,4.9,132346,38624,445902
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24300,155,58566,12619,149633,8.65,310211,97509,633665
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24350,111.75,64192,12813,190533,15.5,250790,86572,589614
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24400,74.85,219674,57681,622599,27.45,412905,200598,991151
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24450,44.75,281419,151885,1038289,47.1,300312,224695,884175
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24500,23.9,433531,229284,1280347,78.4,176199,124077,514954
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24550,11.35,193982,107989,618426,116.75,31860,25421,114567
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24600,5.4,277396,115387,609252,158.55,32805,20696,80092
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24650,2.45,175202,58177,499520,206.4,4460,2867,14375
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24700,1.5,165680,15052,458534,256.85,6876,4341,12439
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24750,1.1,68256,13202,186830,306.4,1108,436,1635
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24800,0.95,134110,40058,337924,353.6,2129,456,2551
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24850,0.85,44946,9245,116025,409.75,424,84,228
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24900,0.75,74489,25091,164326,452.4,880,423,698
09:25,09:23,NIFTY,07-Jul-2026,24453.85,11.8400,24950,0.7,38368,14591,97970,507,165,41,87
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,23950,489.7,4040,-204,636,1.1,84231,12887,324582
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24000,437.8,55438,-847,6087,1.3,268264,18732,600754
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24050,389.9,12838,-407,1288,1.5,88891,3138,320508
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24100,339.45,18391,-832,7148,1.9,177770,15441,628597
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24150,290,8755,-374,5743,2.3,106816,10411,484276
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24200,241.1,27934,328,38921,3.45,193703,41855,747441
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24250,193.25,11828,2290,37536,5.35,140980,47258,630664
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24300,148,65933,19986,210475,9.45,318292,105590,942690
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24350,105.3,71988,20609,274671,16.9,266825,102607,941512
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24400,68.5,267390,105397,920653,30.8,407654,195347,1637335
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24450,40.1,364324,234790,1523328,52.45,266654,191037,1430823
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24500,21.55,510891,306644,1837738,83.7,155991,103869,825713
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24550,10.35,217013,131020,886083,123.05,28992,22553,186155
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24600,4.8,283243,121234,815768,167.6,29790,17681,144478
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24650,2.35,178023,60998,655937,215.7,4669,3076,22740
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24700,1.55,165149,14521,578276,263.95,6070,3535,18818
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24750,1.05,76819,21765,252535,314.3,1136,464,2592
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24800,0.9,140225,46173,392017,363.25,1954,281,3833
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24850,0.8,46273,10572,144414,412.2,440,100,342
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24900,0.75,78017,28619,228596,466.55,857,400,956
09:30,09:28,NIFTY,07-Jul-2026,24455.65,11.8100,24950,0.75,49380,25603,128675,518,174,50,121
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,23950,474.45,4010,-234,711,1.15,87531,16187,369970
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24000,423.9,55196,-1089,8092,1.4,274861,25329,727713
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24050,378.9,12772,-473,1523,1.55,95219,9466,390774
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24100,325.6,18220,-1003,8554,2.05,193718,31389,749416
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24150,276.7,8795,-334,6983,2.6,108444,12039,579635
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24200,227.95,29369,1763,49791,3.95,202550,50702,902270
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24250,180.1,13241,3703,48652,6.25,145070,51348,774530
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24300,135.05,66211,20264,264144,11.25,342920,130218,1185569
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24350,93.7,79783,28404,355269,19.7,312707,148489,1235642
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24400,59.5,287544,125551,1190536,35.75,472075,259768,2168712
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24450,33.4,393012,263478,1935842,59.75,305602,229985,1845937
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24500,17.45,554194,349947,2296495,94.15,173224,121102,1056608
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24550,8.25,227804,141811,1099686,135.15,36530,30091,247304
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24600,3.95,286067,124058,975021,180.75,32521,20412,186276
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24650,1.9,186106,69081,767538,229.7,6787,5194,30978
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24700,1.4,168587,17959,644860,278,5898,3363,23527
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24750,1,80034,24980,329899,325.6,1163,491,3280
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24800,0.9,152117,58065,442816,376.85,1984,311,4742
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24850,0.8,52173,16472,185212,422.9,458,118,473
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24900,0.75,79276,29878,246579,477.95,947,490,1143
09:35,09:33,NIFTY,07-Jul-2026,24436.30,11.8900,24950,0.75,51605,27828,141414,516.15,167,43,123
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,23950,484.15,3980,-264,889,1.1,92183,20839,395126
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24000,431.4,55008,-1277,9445,1.35,281777,32245,795253
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24050,382.9,12698,-547,1901,1.6,97752,11999,425379
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24100,333.15,17954,-1269,10873,1.9,204989,42660,838063
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24150,284.95,8682,-447,8257,2.35,111983,15578,647395
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24200,235.95,27775,169,66034,3.35,217270,65422,1052035
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24250,187.6,12945,3407,62727,5.25,150218,56496,928199
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24300,141.5,65244,19297,340681,9.15,355914,143212,1496483
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24350,98.8,75680,24301,463894,16.25,337952,173734,1588567
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24400,62.7,287415,125422,1548395,30.35,505727,293420,2839498
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24450,35.2,414813,285279,2466178,53.05,316201,240584,2333967
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24500,18.05,584081,379834,2847314,86.5,174724,122602,1341202
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24550,8.45,243542,157549,1356440,126.8,37439,31000,312122
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24600,4.05,292973,130964,1160889,172.35,31652,19543,232142
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24650,2.05,183272,66247,882305,220.5,6838,5245,39941
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24700,1.4,170937,20309,718103,269.5,6742,4207,29236
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24750,1,81069,26015,355850,318.75,1165,493,4068
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24800,0.95,163018,68966,481067,370,1880,207,5957
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24850,0.8,53333,17632,205486,418.9,450,110,619
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24900,0.75,83139,33741,289232,467.7,927,470,1383
09:40,09:39,NIFTY,07-Jul-2026,24441.45,11.8800,24950,0.8,64512,40735,176311,509.05,156,32,162
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,23950,493.5,3978,-266,920,1.15,91170,19826,401985
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24000,443.15,54948,-1337,9899,1.3,281798,32266,813839
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24050,395.35,12681,-564,1984,1.5,97413,11660,438605
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24100,344.05,17906,-1317,11489,1.8,207660,45331,857856
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24150,296.05,8664,-465,8499,2.1,111893,15488,662334
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24200,245.4,27882,276,69723,3,219473,67625,1079394
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24250,196.7,13119,3581,65539,4.5,151658,57936,964723
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24300,150.6,65316,19369,355388,7.75,361150,148448,1562145
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24350,107.2,76730,25351,486548,13.6,342833,178615,1667918
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24400,68.55,292714,130721,1628013,26,513300,300993,2995084
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24450,38.95,426334,296800,2592498,46.45,321140,245523,2455192
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24500,20.2,591004,386757,2980678,78.55,178015,125893,1408517
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24550,9.5,241150,155157,1419329,118.15,37817,31378,328662
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24600,4.45,292193,130184,1205504,163,31750,19641,242818
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24650,2.2,182385,65360,904838,210.45,6924,5331,42297
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24700,1.4,171316,20688,731267,258.45,6536,4001,30899
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24750,1,81085,26031,367986,308.95,1194,522,4179
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24800,0.9,166377,72325,503424,358.1,1897,224,6130
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24850,0.8,53511,17810,211204,407.5,422,82,653
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24900,0.7,83181,33783,292828,457.7,926,469,1405
09:42,09:40,NIFTY,07-Jul-2026,24448.80,11.8600,24950,0.75,68006,44229,188051,509.8,155,31,176
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,23950,495.65,3972,-272,930,1.15,90621,19277,403557
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24000,445.4,54938,-1347,10019,1.3,281277,31745,819922
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24050,394.65,12671,-574,2001,1.55,98136,12383,444763
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24100,345.25,17858,-1365,11708,1.9,208746,46417,871872
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24150,296.9,8634,-495,8576,2.15,112541,16136,675684
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24200,248.35,27238,-368,71022,2.95,220201,68353,1093770
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24250,199.05,13158,3620,66816,4.35,152797,59075,982685
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24300,152.95,65947,20000,360519,7.4,365663,152961,1594175
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24350,108.3,77224,25845,495142,13.05,346786,182568,1703485
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24400,70,295629,133636,1656051,24.85,525560,313253,3058774
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24450,39.6,432357,302823,2641330,44.4,328215,252598,2503139
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24500,20.5,597759,393512,3031907,76.1,182511,130389,1433025
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24550,9.55,246896,160903,1446372,115.45,39811,33372,334626
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24600,4.45,294797,132788,1224146,160.7,32542,20433,247111
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24650,2.25,183324,66299,915718,207.15,6846,5253,43000
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24700,1.45,171046,20418,735037,257.7,6627,4092,31385
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24750,1.05,82554,27500,371903,307.85,1210,538,4239
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24800,0.9,162480,68428,506993,356.55,1937,264,6424
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24850,0.75,53730,18029,211793,407.8,421,81,663
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24900,0.75,83147,33749,294864,456.65,669,212,1864
09:42,09:41,NIFTY,07-Jul-2026,24455.15,11.8700,24950,0.75,69818,46041,190319,507.65,150,26,180
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,23950,505.6,3967,-277,946,1.25,89295,17951,410002
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24000,451.4,54870,-1415,10403,1.4,281921,32389,835919
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24050,403.35,12660,-585,2076,1.6,100396,14643,451981
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24100,351.8,17828,-1395,12167,1.9,211247,48918,892222
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24150,302.45,8602,-527,9102,2.15,115335,18930,695722
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24200,254.1,26529,-1077,76048,2.85,222022,70174,1124099
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24250,204.95,12966,3428,72074,4.1,157068,63346,1014180
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24300,158.2,63778,17831,384913,6.95,376774,164072,1659261
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24350,113.75,72637,21258,534145,11.85,354320,190102,1777504
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24400,73.9,281327,119334,1776182,22.8,549144,336837,3226361
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24450,42.85,419614,290080,2828967,41,355090,279473,2641665
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24500,22,599397,395150,3240534,71.4,198952,146830,1510408
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24550,10.45,255630,169637,1538205,109.95,41965,35526,352374
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24600,4.8,297102,135093,1273344,154,35236,23127,260743
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24650,2.3,183841,66816,938684,202.4,7568,5975,45640
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24700,1.4,172522,21894,755484,250.95,7114,4579,33363
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24750,1.05,83890,28836,377902,301.3,1305,633,4471
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24800,0.9,159584,65532,512462,351.15,2332,659,7404
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24850,0.75,53673,17972,213399,401.05,431,91,695
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24900,0.7,85194,35796,303972,448,855,398,2137
09:45,09:43,NIFTY,07-Jul-2026,24459.00,11.8600,24950,0.65,70329,46552,198014,492.35,151,27,185
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,23950,505.9,3963,-281,973,1.25,90330,18986,420214
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24000,454.45,54814,-1471,10691,1.4,283058,33526,853481
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24050,404.8,12666,-579,2123,1.6,103769,18016,468606
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24100,354.95,17776,-1447,12497,1.85,216997,54668,916224
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24150,306.85,8591,-538,9276,2.1,117100,20695,713474
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24200,256,26222,-1384,78783,2.85,226060,74212,1157721
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24250,206.7,13299,3761,74948,4.1,158900,65178,1041420
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24300,159.75,66438,20491,400826,6.85,385006,172304,1715001
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24350,114.85,73058,21679,555100,11.65,360822,196604,1835203
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24400,75.15,280393,118400,1854169,22.05,586393,374086,3358114
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24450,42.95,429827,300293,2966892,40,390456,314839,2763003
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24500,22.35,602902,398655,3391527,69.85,220870,168748,1581336
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24550,10.35,261121,175128,1615742,108.15,46200,39761,367095
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24600,4.7,303696,141687,1327463,153,38633,26524,269324
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24650,2.25,181532,64507,973220,200.3,8280,6687,47273
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24700,1.4,168122,17494,768478,249.25,8542,6007,35469
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24750,1.05,87602,32548,390314,298.35,1372,700,4597
09:47,09:46,NIFTY,07-Jul-2026,24469.45,11.8300,24800,0.9,159524,65472,521178,347.6,2425,752,7703
